id,text,amr,ground_truth,response_final,pred,response_final_amr,pred_amr,label_direct,label_amr,did_llm_failed,helpfulness
logic_train_1134,"You must obey the law, because it’s illegal to break the law.","(o2 / obligate-01~1
    :ARG1 (y / you~0)
    :ARG1-of (c / cause-01~6
        :ARG0 (l2 / legal-02~8
            :ARG1 (b / break-18~10
                :ARG1 (l / law~12))
            :polarity -~8))
    :ARG2 (o / obey-01~2
        :ARG0 y
        :ARG1 l))
",circular reasoning,The fallacy present in the text is a circular claim.,circular reasoning,"The fallacy type present in the text is the Circular Claim fallacy. This is because the statement ""You must obey the law, because it's illegal to break the law"" is essentially circular in",circular reasoning,1,1,0,0
logic_train_1135,"I've only read a couple pages of this book, and I've already found a typo. There's no way I'm reading the rest of this garbage.","(m / multi-sentence~18
    :snt1 (a2 / and~11
        :op1 (r / read-01~3
            :ARG0 (i / i~0)
            :ARG1 (p / page~6
                :quant (c / couple~5
                    :mod (o / only~2))
                :part-of (b / book~9
                    :mod (t / this~8))))
        :op2 (f / find-01~15
            :ARG0 i
            :ARG1 (t3 / typo~17)
            :time (a / already~14)))
    :snt2 (p2 / possible-01~21
        :ARG1 (r2 / read-01~25
            :ARG0 (i2 / i~23)
            :ARG1 (r3 / rest~27
                :part-of (g / garbage~30
                    :mod (t2 / this~29))))
        :polarity -~21))
",faulty generalization,"The fallacy present in the text is a hasty generalization, which is a type of faulty generalization.",faulty generalization,The fallacy type present in the text is the Hasty Generalization fallacy. This is because the author quickly jumps to a conclusion about the entire book based on finding a single typo in just a,,1,0,0,-1
logic_train_1136,"She asserts that we need more military spending, but that is false, since she is only saying it because she is a Republican.","(h / have-concession-91~9
    :ARG1 (f / false~12
        :ARG1-of (c / cause-01~14
            :ARG0 (c2 / cause-01~20
                :ARG0 (h2 / have-org-role-91~24
                    :ARG0 (s2 / she~0)
                    :ARG1 (p / political-party~24
                        :name (n / name~24
                            :op1 ""Republican""~24
                            :op2 ""Party""~24)))
                :ARG1 (s / say-01~18
                    :ARG1 (i / it~19))
                :mod (o / only~17)))
        :domain (n2 / need-01~4
            :ARG0 (w / we~3)
            :ARG1 (s3 / spend-01~7
                :ARG1-of (h3 / have-quant-91~5
                    :ARG3 (m2 / more~5))
                :ARG4 (m / military~6))))
    :ARG2 (a / assert-02~1
        :ARG0 s2
        :ARG1 n2))
",ad hominem,The fallacy present in the text is Ad Hominem.,ad hominem,The fallacy type present in the text is Ad Hominem. This is because the argument attacks the person making the claim (she is a Republican) rather than addressing the actual argument itself (the,ad hominem,1,1,0,0
logic_train_1137,"The book Investing for Dummies really helped me understand my finances better. The book Chess for Dummies was written by the same author, was published by the same press, and costs about the same amount, so it would probably help me understand my finances as well.","(m2 / multi-sentence~12
    :rel (a / about~34
        :op1 (a2 / amount~37
            :ARG1-of (s2 / same-01~36
                :ARG2 a)))
    :snt1 (h2 / help-01~6
        :ARG0 (b / book~1
            :name (n / name~1
                :op1 ""Investing""~2
                :op2 ""for""~3
                :op3 ""Dummies""~4))
        :ARG1 (u / understand-01~8
            :ARG0 (i / i~7)
            :ARG1 (f / finance~10
                :poss i)
            :ARG1-of (h / have-degree-91~11
                :ARG2 (g / good-02~11
                    :ARG1 u)
                :ARG3 (m / more~11)))
        :ARG1-of (r / real-04~5)
        :ARG2 i)
    :snt2 (a3 / and~32
        :ARG0-of (c / cause-01~39
            :ARG1 (h3 / help-01~43
                :ARG0 (b2 / book~14
                    :name (n2 / name~15
                        :op1 ""Chess""~15
                        :op2 ""for""~16
                        :op3 ""Dummies""~17))
                :ARG1 (u2 / understand-01~45
                    :ARG0 i
                    :ARG1 (f2 / finance~47
                        :poss i))
                :ARG2 i
                :mod (p3 / probable~42)
                :mod (a4 / as-well~49)))
        :op1 (w / write-01~19
            :ARG0 (p / person~23
                :ARG0-of (a5 / author-01~23)
                :ARG1-of (s / same-01~22
                    :ARG1 (p2 / press~30)))
            :ARG1 b2)
        :op2 (p4 / publish-01~26
            :ARG0 p2
            :ARG1 b2)
        :op3 (c2 / cost-01~33
            :ARG1 b2)))
",fallacy of logic,The fallacy present in the text is Faulty Generalization.,faulty generalization,The fallacy type present in the text is Faulty Generalization.,faulty generalization,0,0,1,0
logic_train_1138,Do you support freedom and the right to bear arms ?,"(s / support-01~2
    :ARG0 (y / you~1)
    :ARG1 (a2 / and~4
        :op1 (f / free-04~3)
        :op2 (r / right-05~6
            :ARG2 (b / bear-01~8
                :ARG1 (a3 / arms~9))))
    :polarity (a / amr-unknown~10))
",intentional,"The fallacy present in the text is an example of a False Dilemma fallacy. This fallacy occurs when only two options are presented as if they are the only possibilities, when in reality",false dilemma,"Based on the given text and its AMR, there is no clear presence of any logical fallacy. The text simply asks if the person supports freedom and the right to bear arms. It does not",,0,0,1,0
logic_train_1139,"Without this additional insurance, you could find yourself broke and homeless.","(p / possible-01~6
    :ARG1 (f / find-01~7
        :ARG0 (y / you~5)
        :ARG1 (a2 / and~10
            :op1 (b / broke-23~9
                :ARG1 y)
            :op2 (h / homeless~11
                :domain y))
        :condition (i / insure-02~3
            :ARG1-of (a / add-02~2)
            :ARG3 y
            :mod (t / this~1)
            :polarity -~0)))
",appeal to emotion,The fallacy present in the text is an Appeal to Emotion.,appeal to emotion,The fallacy type present in the text is Appeal to Emotion.,appeal to emotion,1,1,0,0
logic_train_1140,"Bill and Jill are arguing about cleaning out their closets: 
Jill: ""We should clean out the closets. They are getting a bit messy."" 
Bill: ""Why, we just went through those closets last year. Do we have to clean them out everyday?"" 
Jill: ""I never said anything about cleaning them out every day. You just want too keep all your junk forever, which is just ridiculous.""","(m2 / multi-sentence~20
    :ARG1 (a5 / and~20
        :op1 (r2 / recommend-01~15
            :ARG1 (c6 / clean-out-03~16
                :ARG0 (w2 / we~14)
                :ARG1 (c / cabinet~9
                    :poss (a4 / and~1
                        :op1 (p / person~0
                            :name (n / name~0
                                :op1 ""Bill""~0))
                        :op2 (p2 / person~2
                            :name (n2 / name~2
                                :op1 ""Jill""~2))))))
        :op2 (g / get-03~23
            :ARG1 (t2 / they~21)
            :ARG2 (m / messy~26
                :degree (b / bit~25)
                :domain t2))
        :op4 (o / obligate-01~45
            :ARG2 (c3 / clean-01~47
                :ARG0 p2
                :ARG1 t2
                :frequency (r / rate-entity-91~50
                    :ARG2 (t / temporal-quantity~50
                        :quant 1~50
                        :unit (e2 / everyday~50))))
            :polarity (a3 / amr-unknown~51)))
    :snt1 (a7 / argue-02~4
        :ARG0 a4
        :ARG2 (c5 / clean-out-03~6
            :ARG1 c))
    :snt2 (s / say-01~12
        :ARG0 p2)
    :snt3 (s2 / say-01~30
        :ARG0 (p3 / person~29
            :name (n3 / name~39
                :op1 ""Bill""~29))
        :ARG1 (c2 / cause-01~32
            :ARG0 (a2 / amr-unknown~32)
            :ARG1 (g2 / go-through-20~37
                :ARG0 (w3 / we~34)
                :ARG1 c
                :time (j2 / just~35)
                :time (y / year~41
                    :mod (l / last~40)))))
    :snt5 (s3 / say-01~54
        :ARG0 p2
        :ARG1 (s4 / say-01~58
            :ARG0 p2
            :ARG1 (a6 / anything~59
                :topic (c4 / clean-01~61
                    :ARG0 p2
                    :ARG1 t2))
            :polarity -~57
            :time (e / ever~57)))
    :snt6 (w / want-01~69
        :ARG0 (y2 / you~67)
        :ARG1 (k / keep-01~71
            :ARG0 y2
            :ARG1 (j / junk~74
                :mod (a / all~72)
                :poss y2)
            :duration (f / forever~75))
        :ARG1-of (r3 / ridiculous-02~80
            :mod (j3 / just~68))
        :mod j3))
",fallacy of extension,"The fallacy present in the text is a Straw Man fallacy, which is a type of Fallacy of Relevance.",fallacy of relevance,The fallacy type present in the text is the False Dilemma fallacy.,false dilemma,0,0,1,0
logic_train_1141,"""I will end this war in Iraq responsibly, and finish the fight against al Qaeda and the Taliban in Afghanistan. I will rebuild our military to meet future conflicts. But I will also renew the tough, direct diplomacy that can prevent Iran from obtaining nuclear weapons and curb Russian aggression. I will build new partnerships to defeat the threats of the 21st century: terrorism and nuclear proliferation; poverty and genocide; climate change and disease. And I will restore our moral standing, so that America is once again that last, best hope for all who are called to the cause of freedom, who long for lives of peace, and who yearn for a better future.""  Which appeal is the primary appeal used in this quote?","(m6 / multi-sentence~22
    :rel (c12 / country~94
        :ARG0-of (y / yearn-01~123
            :ARG1 (f5 / future~127
                :ARG1-of (h2 / have-degree-91~126
                    :ARG2 (g3 / good-02~126
                        :ARG1 f5)
                    :ARG3 (m4 / more~126))))
        :ARG1-of (c / call-03~107
            :ARG2 (c2 / cause~110
                :topic (f3 / free-04~112)))
        :mod (a3 / all~104))
    :rel (l / last~99)
    :rel (t / terrorism~70)
    :snt1 (a6 / and~10
        :op1 (e / end-01~3
            :ARG0 (i / i~1)
            :ARG1 (w / war~5
                :location (c7 / country~7
                    :name (n / name~7
                        :op1 ""Iraq""~7))
                :mod (t2 / this~4))
            :ARG1-of (r3 / responsible-02~8))
        :op2 (f2 / finish-01~11
            :ARG0 i
            :ARG1 (f / fight-01~13
                :ARG0 i
                :ARG1 (a7 / and~17
                    :location (c8 / country~21
                        :name (n4 / name~21
                            :op1 ""Afghanistan""~21))
                    :op1 (c13 / criminal-organization~16
                        :name (n2 / name~15
                            :op1 ""al""~15
                            :op2 ""Qaeda""~16))
                    :op2 (c14 / criminal-organization~19
                        :name (n3 / name~19
                            :op1 ""Taliban""~19))))))
    :snt2 (r / rebuild-01~25
        :purpose (m / meet-01~29
            :ARG0 (i2 / i~23)
            :ARG1 (c5 / conflict-01~31
                :time (f4 / future~30)))
        :ARG0 i2
        :ARG1 (m2 / military~27
            :poss (w2 / we~26)))
    :snt3 (c6 / contrast-01~33
        :ARG2 (r2 / renew-01~37
            :ARG0 (i3 / i~34)
            :ARG1 (d3 / diplomacy~42
                :ARG0-of (t5 / tough-03~39)
                :ARG0-of (p5 / prevent-01~45
                    :ARG1 (o / obtain-01~48
                        :ARG0 (c9 / country~46
                            :name (n5 / name~46
                                :op1 ""Iran""~46)
                            :ARG1 (c15 / curb-01~52
                                :ARG0 d3
                                :ARG1 (a2 / aggression~54
                                    :mod (c10 / country~53
                                        :name (n6 / name~53
                                            :op1 ""Russia""~53)))))
                        :ARG1 (w4 / weapon~50
                            :mod (n9 / nucleus~49)))
                    :ARG1-of (p4 / possible-01~44))
                :ARG1-of (d4 / direct-02~41))
            :mod (a4 / also~36)))
    :snt4 (b / build-01~58
        :purpose (d2 / defeat-01~62
            :ARG0 (i4 / i~56)
            :ARG1 (t4 / threaten-01~64
                :ARG1 (a8 / and~71
                    :op1 t4
                    :op2 (p7 / proliferate-01~73
                        :mod (n10 / nucleus~72))
                    :op3 (a9 / and~76
                        :op1 (p3 / poor~75)
                        :op2 (g / genocide-01~77))
                    :op4 (c3 / change-01~80
                        :ARG1 (c4 / climate~79))
                    :op5 (d5 / disease~82))
                :time (d / date-entity~68
                    :century 21~67)))
        :ARG0 i4
        :ARG1 (p / partner-01~60
            :ARG1-of (n8 / new-01~59)))
    :snt5 (a10 / and~84
        :op2 (r4 / restore-01~87
            :purpose (h3 / hope-01~102
                :ARG0 (c11 / country~94
                    :name (n7 / name~94
                        :op1 ""America""~94)
                    :ARG0-of (l3 / long-03~115
                        :ARG1 (l2 / life~117
                            :mod (p2 / peace~119))))
                :ARG1-of (h / have-degree-91~101
                    :ARG2 (g2 / good-02~101
                        :ARG1 h3)
                    :ARG3 (m5 / most~101))
                :mod (a / again~97
                    :mod (o2 / once~96)))
            :ARG0 (i5 / i~85)
            :ARG1 (s / standing~90
                :ARG1-of (m3 / moral-02~89)
                :poss (w3 / we~88))))
    :snt6 (a11 / appeal-02~135
        :ARG0 (a5 / amr-unknown~130)
        :ARG1-of (u / use-01~136
            :ARG2 (q / quote-01~139
                :mod (t3 / this~138)))
        :mod (p6 / primary~134)))
",fallacy of credibility,"The primary appeal used in this quote is an appeal to emotion. The text aims to evoke positive emotions such as hope, peace, and a better future.

The fallacy type present in the text is",appeal to emotion,The fallacy type present in the text is Appeal to Emotion.,appeal to emotion,0,0,1,0
logic_train_1142,Senator Lewis says we should not fund the missile attack program. I disagree. I don't know why she wants to leave us defenseless like that.,"(m2 / multi-sentence~14
    :snt1 (s / say-01~2
        :ARG0 (p / person~0
            :name (n / name~1
                :op1 ""Lewis""~1)
            :ARG0-of (h / have-org-role-91~0
                :ARG2 (s2 / senator~0)))
        :ARG1 (r / recommend-01~4
            :ARG1 (f / fund-01~6
                :ARG0 (w2 / we~3)
                :ARG1 (p2 / program~10
                    :mod (a / attack-01~9
                        :instrument (m / missile~8)))
                :polarity -~5)))
    :snt2 (d2 / disagree-01~13
        :ARG0 (i / i~12))
    :snt3 (k / know-01~18
        :ARG0 (i2 / i~15)
        :ARG1 (t2 / thing~19
            :ARG0-of (c / cause-01~19
                :ARG1 (w / want-01~21
                    :ARG0 (s3 / she~20)
                    :ARG1 (l / leave-14~23
                        :ARG0 s3
                        :ARG1 (d / defend-01~25
                            :ARG1 (w3 / we~24)
                            :manner (t / that~27)
                            :polarity -~5)))))
        :polarity -~5))
",fallacy of extension,"The fallacy present in the text is an Ad Hominem fallacy. This is because the speaker attacks Senator Lewis personally by questioning her motives (""I don't know why she wants to leave us",ad hominem,"The fallacy type present in the text is an Ad Hominem fallacy. This is because the speaker disagrees with Senator Lewis's position on funding the missile attack program, but instead of addressing the",ad hominem,0,0,1,0
logic_train_1143,He can't be a great athlete; he didn't adopt the stray dog on the street.,"(c / cause-01~7
    :ARG0 (a / adopt-01~11
        :ARG0 (h / he~0)
        :ARG1 (d / dog~14
            :ARG0-of (s / stray-01~13))
        :location (s2 / street~17)
        :polarity -~10)
    :ARG1 (p / possible-01~1
        :ARG1 (a2 / athlete~6
            :domain h
            :mod (g / great~5))
        :polarity -~2))
",ad hominem,"The fallacy present in the text is the Fallacy of Relevance, specifically the Ad Hominem fallacy. This is because the argument attacks the person's character or actions (not adopting a",fallacy of relevance,"The fallacy type present in the text is the False Dilemma fallacy. This fallacy occurs when only two options are presented as possibilities, when in reality there may be other alternatives. In",false dilemma,0,0,1,0
logic_train_1144,Kevin's grandparents do not know how to use a computer. Kevin thinks that all older people must be computer illiterate.,"(m2 / multi-sentence~11
    :snt1 (k / know-01~5
        :ARG0 (p2 / person~2
            :ARG0-of (h2 / have-rel-role-91~2
                :ARG1 (p / person~0
                    :name (n / name~0
                        :op1 ""Kevin""~0))
                :ARG2 (g / grandparent~2)))
        :ARG1 (u / use-01~8
            :ARG0 p2
            :ARG1 (c / computer~10))
        :polarity -~4)
    :snt2 (t / think-01~13
        :ARG0 (p3 / person~12)
        :ARG1 (o / obligate-01~18
            :ARG2 (i / illiterate~21
                :domain (p4 / person~17
                    :ARG1-of (h / have-degree-91~16
                        :ARG2 (o2 / old~16)
                        :ARG3 (m / more~16))
                    :mod (a / all~15))
                :topic (c2 / computer~20)))))
",faulty generalization,The fallacy type present in the text is Faulty Generalization.,faulty generalization,The fallacy type present in the text is Faulty Generalization. This is because Kevin is making a generalization that all older people must be computer illiterate based on the fact that his grandparents do,faulty generalization,1,1,0,0
logic_train_1145,"I'm not surprised, frankly, that someone who gets lost in his own neighborhood would argue that New York has better pizza than Chicago.","(s2 / surprise-01~3
    :ARG0 (a / argue-01~17
        :ARG0 (s / someone~8
            :ARG1-of (g / get-03~10
                :ARG2 (l / lost~11
                    :location (n3 / neighborhood~15
                        :poss s))))
        :ARG1 (h / have-03~21
            :ARG0 (c / city~20
                :name (n / name~19
                    :op1 ""New""~19
                    :op2 ""York""~20))
            :ARG1 (p / pizza~23
                :ARG1-of (h3 / have-degree-91~22
                    :ARG2 (g2 / good-02~22
                        :ARG1 p)
                    :ARG3 (m / more~22)
                    :ARG4 (p2 / pizza~23
                        :ARG1-of (h2 / have-03~21
                            :ARG0 (c2 / city~25
                                :name (n2 / name~25
                                    :op1 ""Chicago""~25))))))))
    :ARG1 (i / i~0)
    :manner (f / frank~5)
    :polarity -~2)
",ad hominem,The fallacy present in the text is Ad Hominem.,ad hominem,The fallacy type present in the text is Ad Hominem. This is because the argument attacks the person making the argument (someone who gets lost in his own neighborhood) rather than addressing the actual,ad hominem,1,1,0,0
logic_train_1146,"The number of off-leash dogs I've seen in Livingston is completely unacceptable. Let's make our streets safe again by addressing this dog problem, before our city becomes a haven for criminals.","(m2 / multi-sentence~15
    :snt1 (p2 / possible-01~14
        :ARG1 (a / accept-01~14
            :ARG1 (n2 / number~1
                :ARG1-of (s2 / see-01~9
                    :ARG0 (i / i~7)
                    :location (c / city~11
                        :name (n / name~11
                            :op1 ""Livingston""~11)))
                :quant-of (d / dog~6
                    :ARG1-of (l / leash-01~5
                        :polarity -~3))))
        :ARG1-of (c3 / complete-02~13)
        :polarity -~14)
    :snt2 (m / make-02~18
        :ARG0 (w / we~16)
        :ARG1 (s / safe-01~21
            :ARG1 (s3 / street~20
                :poss w)
            :mod (a3 / again~22))
        :manner (a2 / address-02~24
            :ARG0 w
            :ARG1 (p3 / problem~27
                :mod (t / this~25)
                :topic (d2 / dog~26)))
        :mode imperative~16
        :time (b2 / before~29
            :op1 (b / become-01~32
                :ARG1 (c2 / city~31
                    :poss w)
                :ARG2 (h / haven~34
                    :beneficiary (p / person~36
                        :ARG2-of (c4 / criminal-03~36)))))))
",fallacy of relevance,The fallacy type present in the text is an example of the Fallacy of Extension.,fallacy of extension,"The fallacy type present in the text is ""Faulty Generalization"". This is because the author makes a generalization about the number of off-leash dogs seen in Livingston based on their personal observations",faulty generalization,0,0,1,0
logic_train_1147,"The reason everyone wants the new ""Slap Me Silly Elmo"" doll is because this is the hottest toy of the season!","(c / cause-01~1
    :ARG0 (t / toy~19
        :ARG1-of (h / have-degree-91~18
            :ARG2 (h2 / hot-04~18)
            :ARG3 (m / most~18))
        :domain (d / doll~12
            :name (n / name~10
                :op1 ""Slap""~7
                :op2 ""Me""~8
                :op3 ""Silly""~9
                :op4 ""Elmo""~10)
            :ARG1-of (n2 / new-01~5))
        :time (s / season~22))
    :ARG1 (w / want-01~3
        :ARG0 (e / everyone~2)
        :ARG1 d))
",circular reasoning,The fallacy type present in the text is Ad Populum.,ad populum,The fallacy type present in the text is Ad Populum.,ad populum,0,0,1,0
logic_train_1148,"An increasing number of people are keeping ferrets as pets, so they must make wonderful companion animals.","(c / cause-01~11
    :ARG0 (k / keep-01~6
        :ARG0 (p / person~4
            :quant (n / number~2
                :ARG1-of (i / increase-01~1)))
        :ARG1 (f / fox~7
            :ARG3 (p2 / pet~9)))
    :ARG1 (i2 / infer-01~13
        :ARG1 (m / make-01~14
            :ARG0 f
            :ARG1 (a / animal~17
                :ARG1-of (w / wonderful-03~15)
                :mod (c2 / companion~16)))))
",ad populum,"The fallacy present in the text is ""Faulty Generalization.""",faulty generalization,The fallacy type present in the text is Faulty Generalization. The text makes a generalization about ferrets being wonderful companion animals based on the increasing number of people keeping them as pets. However,faulty generalization,0,0,1,0
logic_train_1149,"Miller Lite is cheap beer, so the Guinness will be cheap, too","(c / cause-01~6
    :ARG0 (b / beer~4
        :name (n / name~0
            :op1 ""Miller""~0
            :op2 ""Lite""~1)
        :ARG1-of (c2 / cheap-02~3))
    :ARG1 (c3 / cheap-02~11
        :ARG1 (b2 / beer~4
            :name (n2 / name~8
                :op1 ""Guinness""~8))
        :mod (t / too~13)))
",faulty generalization,The fallacy present in the text is False Causality.,false causality,The fallacy type present in the text is False Causality.,false causality,0,0,1,0
logic_train_1150,"His house is about half the size of most houses in the neighborhood. Therefore, his doors must all be about 3 1/2 feet high.","(m2 / multi-sentence~13
    :snt1 (s / size-01~6
        :ARG1 (h5 / house~1
            :poss (h2 / he~0))
        :ARG2 (a / about~3
            :op1 (h / half~4))
        :ARG4 (h6 / house~9
            :location (n / neighborhood~12)
            :mod (m / most~8)))
    :snt2 (c / cause-01~14
        :ARG1 (o / obligate-01~18
            :ARG2 (h4 / high-02~25
                :ARG1 (d2 / door~17
                    :mod (a3 / all~19)
                    :poss (h3 / he~16))
                :ARG2 (a2 / about~21
                    :op1 (d / distance-quantity~24
                        :quant 5.5~23
                        :unit (f / foot~24)))))))
",faulty generalization,The fallacy type present in the text is Faulty Generalization.,faulty generalization,"The fallacy type present in the text is Faulty Generalization. This is because the statement ""His house is about half the size of most houses in the neighborhood. Therefore, his doors must all",faulty generalization,1,1,0,0
logic_train_1151,"Ten years ago I got a 170 on the LSAT, so I expect to get the same score again.","(g / get-01~4
    :ARG0 (i / i~3)
    :ARG0-of (c / cause-01~11
        :ARG1 (e / expect-01~13
            :ARG0 i
            :ARG1 (g2 / get-01~15
                :ARG0 i
                :ARG1 (s2 / score-01~18
                    :ARG1 170~6
                    :ARG2 (t2 / thing~9
                        :name (n / name~9
                            :op1 ""LSAT""~9)))
                :mod (a / again~19))))
    :rel (s / same-01~17
        :ARG2-of (s3 / score-01~18))
    :time (b / before~2
        :quant (t / temporal-quantity~1
            :quant 10~0
            :unit (y / year~1))
        :op1 (n2 / now~2)))
",faulty generalization,The fallacy present in the text is Faulty Generalization.,faulty generalization,"The fallacy type present in the text is Faulty Generalization. The speaker assumes that because they got a score of 170 on the LSAT ten years ago, they will get the same score",faulty generalization,1,1,0,0
logic_train_1152,My opponent is a card-carrying member of the K.K.K.,"(p2 / person~7
    :ARG0-of (c2 / carry-01~6
        :ARG1 (c / card~4))
    :ARG0-of (h / have-org-role-91~7
        :ARG1 (c3 / country~10
            :name (n / name~10
                :op1 ""K.K.K.""~10))
        :ARG2 (m / member~7))
    :domain (p / person~1
        :ARG0-of (o / oppose-01~1
            :ARG1 (i / i~0))))
",faulty generalization,"The fallacy present in the text is ""Ad Hominem.""",ad hominem,"The fallacy type present in the text is ""Ad Hominem"". This fallacy occurs when an argument attacks the person making the argument rather than addressing the argument itself. In this case, the",ad hominem,0,0,1,0
logic_train_1153,1. “Michael Jordan wore his UNC shorts during every game he played in the NBA and he won 6 championships.”,"(a / and~16
    :li 1~0
    :op1 (w / wear-01~4
        :ARG0 (p / person~3
            :name (n / name~2
                :op1 ""Michael""~2
                :op2 ""Jordan""~3))
        :ARG1 (s / shorts~7
            :mod (u / university~6
                :name (n2 / name~6
                    :op1 ""UNC""~6))
            :poss p)
        :time (g / game~10
            :ARG1-of (p2 / play-01~12
                :ARG0 p
                :location (l / league~15
                    :name (n3 / name~15
                        :op1 ""NBA""~15)))
            :mod (e / every~9)))
    :op2 (w2 / win-01~18
        :ARG0 p
        :ARG2 (c / championship-02~20
            :quant 6~19)))
",false causality,The fallacy type present in the text is Faulty Generalization.,faulty generalization,"The fallacy type present in the text is Faulty Generalization. This is because the statement ""Michael Jordan wore his UNC shorts during every game he played in the NBA and he won 6 championships",faulty generalization,0,0,1,0
logic_train_1154,"The shopping is a red herring, since the original issue was
video games. 
","(h / herring~5
    :ARG1-of (r / red-02~4)
    :ARG1-of (c / cause-01~7
        :ARG0 (i / issue-02~10
            :ARG0 (g / game~13
                :mod (v / video~12))
            :mod (o / original~9)))
    :domain (s / shop-01~1))
",fallacy of relevance,The fallacy present in the text is the Fallacy of Relevance.,fallacy of relevance,The fallacy type present in the text is the False Dilemma fallacy.,false dilemma,1,0,0,-1
logic_train_1155,"Bert: I've been learning about the Second World War lately. I found that America provoked Japan into attacking Pearl Harbor. I don't think that was the right thing to do.
Jenny: Oh, so you are now taking the side of Axis? Do you think Germany and Japan were right to do what they did?","(m2 / multi-sentence~23
    :snt1 (s / say-01~1
        :ARG0 (p / person~0
            :name (n / name~0
                :op1 ""Bert""~0))
        :ARG1 (l2 / learn-01~5
            :ARG0 (i / i~2)
            :ARG1 (w / war~10
                :name (n2 / name~8
                    :op1 ""Second""~8
                    :op2 ""World""~9
                    :op3 ""War""~10))
            :time (l / lately~11)))
    :snt2 (f / find-01~14
        :ARG0 (i2 / i~13)
        :ARG1 (p3 / provoke-01~17
            :ARG0 (c / country~16
                :name (n3 / name~16
                    :op1 ""America""~16))
            :ARG1 (c2 / country~18
                :name (n4 / name~18
                    :op1 ""Japan""~18))
            :ARG2 (a4 / attack-01~20
                :ARG0 c2
                :ARG1 (h / harbor~22
                    :name (n5 / name~22
                        :op1 ""Pearl""~21
                        :op2 ""Harbor""~22)))))
    :snt3 (t4 / think-01~27
        :ARG0 (i3 / i~24)
        :ARG1 (r / right-02~31
            :ARG1 (t2 / thing~32
                :domain (t / that~28)))
        :polarity -~26)
    :snt4 (s2 / say-01~37
        :ARG0 (p2 / person~36
            :name (n6 / name~36
                :op1 ""Jenny""~36))
        :ARG1 (s3 / side-01~46
            :ARG0 (y / you~41)
            :ARG1 (m / military~48
                :name (n7 / name~48
                    :op1 ""Axis""~48))
            :ARG1-of (i4 / infer-01~40
                :polarity (a / amr-unknown~49))
            :mod (o / oh~38
                :mode expressive~38)
            :time (n10 / now~43)))
    :snt5 (t5 / think-01~52
        :ARG0 (y2 / you~51)
        :ARG1 (r2 / right-02~57
            :ARG1 (a3 / and~54
                :op1 (c3 / country~53
                    :name (n8 / name~53
                        :op1 ""Germany""~53))
                :op2 (c4 / country~55
                    :name (n9 / name~55
                        :op1 ""Japan""~55)))
            :ARG2 (d / do-02~59
                :ARG0 a3
                :ARG1 (t3 / thing~60
                    :ARG1-of (d2 / do-02~62
                        :ARG0 a3))))
        :polarity (a2 / amr-unknown~49)))
",fallacy of extension,The fallacy present in the text is Ad Hominem.,ad hominem,The fallacy type present in the text is Ad Hominem.,ad hominem,0,0,1,0
logic_train_1156,"I would have done my homework, but my refrigerator stopped working.","(d / do-02~3
    :ARG0 (i / i~0)
    :ARG1 (h / homework~5
        :poss i)
    :concession (s / stop-01~10
        :ARG1 (w / work-09~11
            :ARG1 (r / refrigerator~9
                :poss i))))
",fallacy of logic,The fallacy present in the text is a False Causality fallacy.,false causality,"The fallacy type present in the text is False Causality. The statement ""I would have done my homework, but my refrigerator stopped working"" implies a causal relationship between the malfunctioning refrigerator and",false causality,0,0,1,0
logic_train_1157,"I ate Oreos, and then I was sick the next day. It must have been the Oreos that caused my sickness.","(m / multi-sentence~12
    :snt1 (a / and~4
        :op1 (e / eat-01~1
            :ARG0 (i / i~0))
        :op2 (s / sick-05~8
            :ARG0 (p / product~18
                :name (n / name~2
                    :op1 ""Oreos""~2))
            :ARG1 i
            :time (t / then~5)
            :time (d / day~11
                :mod (n2 / next~10))))
    :snt2 (o / obligate-01~14
        :ARG2 (c / cause-01~20
            :ARG0 p
            :ARG1 (s2 / sick-05~22
                :ARG1 (i2 / i~21)))))
",false causality,The fallacy present in the text is False Causality.,false causality,The fallacy type present in the text is False Causality.,false causality,1,1,0,0
